0	1.224999156	101325	288.15	340.2941078
156.5789247	1.206691007	99458.12496	287.1322621	339.6926215
201.1401468	1.201519276	98931.96569	286.8426304	339.5212535
402.0746425	1.178410184	96587.42587	285.5366801	338.7474778
602.8034964	1.15566722	94290.55503	284.2321488	337.9727742
803.3267213	1.133285768	92040.53916	282.9290361	337.1971361
991.4813297	1.112589101	89969.1625	281.7063764	336.4677593
1003.64433	1.111261259	89836.5756	281.6273417	336.4205568
1203.756336	1.089589166	87677.87298	280.3270652	335.6430296
1403.662752	1.068265005	85563.65108	279.0282063	334.8645478
1603.36359	1.047284338	83493.14067	277.7307647	334.0851043
1802.858864	1.026642769	81465.58342	276.43474	333.3046922
1824.872418	1.024384344	81244.32271	276.2917335	333.2184677
2002.148587	1.006335944	79480.23176	275.1401318	332.5233046
2201.23277	0.986359552	77536.34877	273.8469399	331.7409343
2400.111428	0.9667093256	75633.20805	272.5551638	330.9575742
2598.784572	0.9473810379	73770.09361	271.2648033	330.1732169
2652.647745	0.9421923807	73271.45393	270.9149817	329.9602535
2797.252217	0.9283705038	71946.29974	269.975858	329.3878552
2995.514373	0.9096735801	70161.1309	268.6883275	328.6014817
3193.571055	0.8912861641	68413.90161	267.4022116	327.8140888
3391.422275	0.8732041941	66703.93629	266.1175098	327.0256691
3476.865314	0.865483112	65976.29464	265.5627297	326.6846129
3589.068046	0.8554236488	65030.56924	264.8342219	326.2362147
3786.50838	0.8379405473	63393.14441	263.5523475	325.4457181
3983.74329	0.8207509481	61791.01539	262.2718863	324.6541713
4180.772789	0.8038509497	60223.54522	260.9928378	323.8615665
4299.547966	0.7937930615	59294.3375	260.2218281	323.3828462
4377.59689	0.7872366897	58690.10634	259.7152019	323.0678956
4574.215604	0.7709043447	57190.08045	258.4389781	322.2731507
4770.628946	0.7548501301	55722.85839	257.1641661	321.4773234
4966.836927	0.7390702996	54287.84005	255.8907656	320.6804056
5116.643993	0.7271937471	53212.51623	254.9185625	320.070647
5162.83956	0.7235611452	52884.43429	254.6187763	319.8823888
5358.636858	0.7083189968	51512.05878	253.3481977	319.0832647
5554.228833	0.6933402216	50170.13993	252.0790296	318.2830247
5749.615498	0.6786212244	48858.11278	250.8112717	317.48166
5932.189353	0.6650854376	47657.43973	249.6267195	316.7310584
5944.796866	0.6641584469	47575.42088	249.5449235	316.6791621
6139.772948	0.6499483677	46321.51624	248.2799849	315.8755219
6334.543758	0.6359875017	45095.85916	247.0164553	315.0707306
6529.109308	0.6222724001	43897.91817	245.7543346	314.2647791
6723.469611	0.6087996501	42727.16995	244.4936223	313.4576583
6742.167489	0.6075154541	42615.8919	244.3723432	313.3799045
6917.624678	0.5955658744	41583.09917	243.2343182	312.6493588
7111.574524	0.5825677313	40465.19846	241.9764219	311.8398714
7305.319159	0.5698019141	39372.96826	240.719933	311.0291864
7498.858596	0.5572651511	38305.91677	239.4648513	310.2172943
7548.592421	0.554078059	38035.54435	239.1423453	310.008327
7692.192849	0.5449542051	37263.55982	238.2111764	309.4041855
7885.321928	0.5328658732	36245.4208	236.958908	308.58985
8078.245848	0.5209969868	35251.03054	235.7080458	307.7742779
8270.964619	0.5093444109	34279.92726	234.4585894	306.9574591
8353.443055	0.5044190226	33871.01506	233.9238788	306.6072329
8463.478255	0.4979050442	33331.65644	233.2105384	306.1393834
8655.786768	0.4866758187	32405.77075	231.9638927	305.3200406
8847.89017	0.4756536993	31501.82996	230.7186518	304.4994201
9039.788474	0.464835684	30619.40084	229.4748153	303.6775115
9152.755503	0.458556255	30109.38776	228.7426266	303.1926502
9231.481691	0.454218803	29758.05709	228.2323831	302.8543039
9422.969835	0.4438001192	28917.37923	226.9913548	302.0297866
9614.252917	0.4335767271	28096.95454	225.7517299	301.2039486
9805.33095	0.4235457534	27296.37696	224.5135083	300.3767787
9950.47788	0.4160458298	26700.70233	223.5729785	299.7469507
9996.203945	0.413704356	26515.24701	223.2766896	299.5482658
10186.87192	0.4040497245	25753.1717	222.0412734	298.7183983
10377.33487	0.3945790792	25009.76445	220.8072594	297.8871649
10567.59283	0.3852896714	24284.64504	219.5746474	297.0545538
10742.68141	0.3768900979	23632.50968	218.4403773	296.286304
10757.6458	0.3761787829	23577.43945	218.3434369	296.2205531
10947.4938	0.367243726	22887.77988	217.1136277	295.3851509
11137.13683	0.3572271078	22215.971	216.65	295.0695974
11326.57491	0.3467502672	21564.41578	216.65	295.0695974
11515.80805	0.336592128	20932.68061	216.65	295.0695974
11533.27908	0.3356694436	20875.29883	216.65	295.0695974
11704.83626	0.326742671	20320.14241	216.65	295.0695974
11893.65955	0.3171922018	19726.19828	216.65	295.0695974
12082.27795	0.3079313398	19150.26482	216.65	295.0695974
12270.69145	0.2989510074	18591.77752	216.65	295.0695974
12318.37721	0.2967200837	18453.03627	216.65	295.0695974
12458.90008	0.2902424205	18050.19008	216.65	295.0695974
12646.90383	0.2817970786	17524.97386	216.65	295.0695974
12834.70274	0.2736067549	17015.61724	216.65	295.0695974
13022.2968	0.265663488	16521.62508	216.65	295.0695974
13099.92834	0.2624443292	16321.42544	216.65	295.0695974
13209.68602	0.2579595724	16042.51821	216.65	295.0695974
13396.87043	0.2504875506	15577.83281	216.65	295.0695974
13583.85004	0.2432402046	15127.12001	216.65	295.0695974
13770.62485	0.2362105478	14689.94532	216.65	295.0695974
13879.84994	0.232194342	14440.17729	216.65	295.0695974
13957.19487	0.229391818	14265.88819	216.65	295.0695974
14143.56013	0.2227774692	13854.54152	216.65	295.0695974
14329.72063	0.2163611652	13455.51126	216.65	295.0695974
